,word,wordCount,wordImportance
1821,sell,6,0.500332502078138
1822,toy,6,0.500332502078138
1823,blogtip,6,0.500332502078138
1824,soundtrack,6,0.500332502078138
1825,redskins,6,0.500332502078138
1826,featured,6,0.500332502078138
1827,plenty,6,0.500332502078138
1828,hurricane,6,0.500332502078138
1829,goals,6,0.500332502078138
1830,maria,6,0.500332502078138
1831,g,6,0.500332502078138
1832,kitty,6,0.500332502078138
1833,members,6,0.500332502078138
1834,turn,6,0.500332502078138
1835,theamas,6,0.500332502078138
1836,figure,6,0.500332502078138
1837,automatically,6,0.500332502078138
1838,busy,6,0.500332502078138
1839,playoff,6,0.500332502078138
1840,eye,6,0.500332502078138
1841,round,6,0.500332502078138
1842,//t.co/jhhyvjnvps,6,0.500332502078138
1843,mobile,6,0.500332502078138
1844,smart,6,0.500332502078138
1845,sooner,6,0.500332502078138
1846,5/24,6,0.500332502078138
1847,bout,6,0.500332502078138
1848,doe,6,0.500332502078138
1849,seagate,6,0.500332502078138
1850,momspark,6,0.500332502078138
1851,error,6,0.500332502078138
1852,//t.co/ivvlpephbl,6,0.500332502078138
1853,teleseminar,6,0.500332502078138
1854,//t.co/bclosurxlc,6,0.500332502078138
1855,»,6,0.500332502078138
1856,//t.co/zfgcd6sgd3,6,0.500332502078138
1857,kleenexstyle,6,0.500332502078138
1858,loud,6,0.500332502078138
1859,standing,6,0.500332502078138
1860,shermeydane,6,0.500332502078138
1861,productive,6,0.500332502078138
1862,//t.co/aprvritd4d,6,0.500332502078138
1863,cream,6,0.500332502078138
1864,literally,6,0.500332502078138
1865,setting,6,0.500332502078138
1866,angelsoftlatino,6,0.500332502078138
1867,shop,6,0.500332502078138
1868,lkl333,6,0.500332502078138
1869,simply,6,0.500332502078138
1870,user,6,0.500332502078138
1871,lifetime,6,0.500332502078138
1872,2nd,6,0.500332502078138
1873,wordpress,6,0.500332502078138
1874,spider-man,6,0.500332502078138
1875,searching,6,0.500332502078138
1876,awards,6,0.500332502078138
1877,😂😂😂😂😂,6,0.500332502078138
1878,entrepreneurs,6,0.500332502078138
1879,cork,6,0.500332502078138
1880,100.00,6,0.500332502078138
1881,cpawebster,6,0.500332502078138
1882,ring,6,0.500332502078138
1883,couponingfor4,6,0.500332502078138
1884,gifts,6,0.500332502078138
1885,wondrous,6,0.500332502078138
1886,forex,6,0.500332502078138
1887,alam,6,0.500332502078138
1888,vidalia,6,0.500332502078138
1889,hospital,6,0.500332502078138
1890,twandroid,6,0.500332502078138
1891,itanyablade,6,0.500332502078138
1892,//t.co…,6,0.500332502078138
1893,eightymphmom,6,0.500332502078138
1894,ultraviolet,6,0.500332502078138
1895,wd,6,0.500332502078138
1896,gym,6,0.500332502078138
1897,autotweet,6,0.500332502078138
1898,steel,6,0.500332502078138
1899,feels,6,0.500332502078138
1900,//t.co/w0tezhyfuc,6,0.500332502078138
1901,killed,6,0.500332502078138
1902,â®,6,0.500332502078138
1903,sale,6,0.500332502078138
1904,knowledge,6,0.500332502078138
1905,written,6,0.500332502078138
1906,wallisfashion,6,0.500332502078138
1907,smoke,6,0.500332502078138
1908,anime,6,0.500332502078138
1909,lcd,6,0.500332502078138
1910,filter,6,0.500332502078138
1911,yep,6,0.500332502078138
1912,ah,6,0.500332502078138
1913,businesses,6,0.500332502078138
1914,looked,6,0.500332502078138
1915,//t.co/42x5tezyiu,6,0.500332502078138
1916,6.2.14,6,0.500332502078138
1917,shut,6,0.500332502078138
1918,getgluetop13,6,0.500332502078138
1919,spafinder,6,0.500332502078138
1920,except,6,0.500332502078138
1921,snapmatic,6,0.500332502078138
1922,y'all,6,0.500332502078138
1923,over-ear,6,0.500332502078138
1924,toys,6,0.500332502078138
1925,80,5,0.6003990024937657
1926,passport,5,0.6003990024937657
1927,nikeplus,5,0.6003990024937657
1928,sheena6076,5,0.6003990024937657
1929,clothes,5,0.6003990024937657
1930,_nathansnicely,5,0.6003990024937657
1931,burger,5,0.6003990024937657
1932,actor,5,0.6003990024937657
1933,david,5,0.6003990024937657
1934,workspace,5,0.6003990024937657
1935,mp,5,0.6003990024937657
1936,announcement,5,0.6003990024937657
1937,vision,5,0.6003990024937657
1938,legendado,5,0.6003990024937657
1939,she_scribes,5,0.6003990024937657
1940,picks,5,0.6003990024937657
1941,cell,5,0.6003990024937657
1942,stupid,5,0.6003990024937657
1943,highlights,5,0.6003990024937657
1944,baggage,5,0.6003990024937657
1945,hold,5,0.6003990024937657
1946,storm,5,0.6003990024937657
1947,starts,5,0.6003990024937657
1948,sem,5,0.6003990024937657
1949,sharing,5,0.6003990024937657
1950,//t.co/endgc12jlm,5,0.6003990024937657
1951,xodenaaaa,5,0.6003990024937657
1952,senza,5,0.6003990024937657
1953,iand,5,0.6003990024937657
1954,cord,5,0.6003990024937657
1955,bzees,5,0.6003990024937657
1956,eggs,5,0.6003990024937657
1957,jillian,5,0.6003990024937657
1958,father,5,0.6003990024937657
1959,debt,5,0.6003990024937657
1960,fandango,5,0.6003990024937657
1961,prime,5,0.6003990024937657
1962,tweeted,5,0.6003990024937657
1963,universal,5,0.6003990024937657
1964,shoes,5,0.6003990024937657
1965,holster,5,0.6003990024937657
1966,169,5,0.6003990024937657
1967,nights,5,0.6003990024937657
1968,//t.co/pv312kcrnm,5,0.6003990024937657
1969,controller,5,0.6003990024937657
1970,tools,5,0.6003990024937657
1971,//t.co/sopilaha5i,5,0.6003990024937657
1972,portion,5,0.6003990024937657
1973,nhl,5,0.6003990024937657
1974,kasi,5,0.6003990024937657
1975,readership,5,0.6003990024937657
1976,truly,5,0.6003990024937657
1977,fingers,5,0.6003990024937657
1978,ce,5,0.6003990024937657
1979,belly,5,0.6003990024937657
1980,memorial,5,0.6003990024937657
1981,flash,5,0.6003990024937657
1982,texts,5,0.6003990024937657
1983,daniel,5,0.6003990024937657
1984,ubi,5,0.6003990024937657
1985,attention,5,0.6003990024937657
1986,tb,5,0.6003990024937657
1987,afternoon,5,0.6003990024937657
1988,solved,5,0.6003990024937657
1989,newtown,5,0.6003990024937657
1990,adds,5,0.6003990024937657
1991,increasing,5,0.6003990024937657
1992,slow,5,0.6003990024937657
1993,dm,5,0.6003990024937657
1994,brunomars,5,0.6003990024937657
1995,hidline,5,0.6003990024937657
1996,quarter,5,0.6003990024937657
1997,faithful_mommie,5,0.6003990024937657
1998,dentro,5,0.6003990024937657
1999,spam,5,0.6003990024937657
2000,owner,5,0.6003990024937657
2001,issues,5,0.6003990024937657
2002,protect,5,0.6003990024937657
2003,leveling,5,0.6003990024937657
2004,//t.co/zyitvldopv,5,0.6003990024937657
2005,rebel,5,0.6003990024937657
2006,gup,5,0.6003990024937657
2007,bathandbodyworks,5,0.6003990024937657
2008,😘😘😘,5,0.6003990024937657
2009,lynn,5,0.6003990024937657
2010,attract,5,0.6003990024937657
2011,cancer,5,0.6003990024937657
2012,york,5,0.6003990024937657
2013,careful,5,0.6003990024937657
2014,//t.co/v3wbxhzyi8,5,0.6003990024937657
2015,quand,5,0.6003990024937657
2016,explains,5,0.6003990024937657
2017,created,5,0.6003990024937657
2018,3d,5,0.6003990024937657
2019,//t.co/20n7fq7ces,5,0.6003990024937657
2020,//t.co/2jbupueygs,5,0.6003990024937657
2021,square,5,0.6003990024937657
2022,moms,5,0.6003990024937657
2023,financial,5,0.6003990024937657
2024,hillary,5,0.6003990024937657
2025,gusto,5,0.6003990024937657
2026,robertabud,5,0.6003990024937657
2027,testing,5,0.6003990024937657
2028,novo,5,0.6003990024937657
2029,charge,5,0.6003990024937657
2030,connect,5,0.6003990024937657
2031,fulcrumgallery,5,0.6003990024937657
2032,weather,5,0.6003990024937657
2033,miss_tattoo,5,0.6003990024937657
2034,sing,5,0.6003990024937657
2035,normal,5,0.6003990024937657
2036,club,5,0.6003990024937657
2037,charlie,5,0.6003990024937657
2038,kill,5,0.6003990024937657
2039,geriatrics,5,0.6003990024937657
2040,espn,5,0.6003990024937657
2041,all-stars,5,0.6003990024937657
2042,joeâ€™s,5,0.6003990024937657
2043,doll,5,0.6003990024937657
2044,nachosarah,5,0.6003990024937657
2045,codysimpson,5,0.6003990024937657
2046,catrides,5,0.6003990024937657
2047,ttfo,5,0.6003990024937657
2048,bug,5,0.6003990024937657
2049,//t.co/wvlhgwfcgs,5,0.6003990024937657
2050,billion,5,0.6003990024937657
2051,//t.co/djhph1yhql,5,0.6003990024937657
2052,nostalgia,5,0.6003990024937657
2053,places,5,0.6003990024937657
2054,huge,5,0.6003990024937657
2055,scea,5,0.6003990024937657
2056,productivity,5,0.6003990024937657
2057,kinda,5,0.6003990024937657
2058,//t.co/sgtupmbm,5,0.6003990024937657
2059,//t.co/gdxlbnpdtm,5,0.6003990024937657
2060,breakfast,5,0.6003990024937657
2061,//t.co/awkgj2bz2i,5,0.6003990024937657
2062,treat,5,0.6003990024937657
2063,ariana,5,0.6003990024937657
2064,mjschrader,5,0.6003990024937657
2065,beginning,5,0.6003990024937657
2066,served,5,0.6003990024937657
2067,unexpected,5,0.6003990024937657
2068,stuart,5,0.6003990024937657
2069,//t.co/smr70dvnsx,5,0.6003990024937657
2070,apocalypse,5,0.6003990024937657
2071,mick,5,0.6003990024937657
2072,21,5,0.6003990024937657
2073,app,5,0.6003990024937657
2074,piece,5,0.6003990024937657
2075,clothing,5,0.6003990024937657
2076,surveys,5,0.6003990024937657
2077,//t.co/uqszyeoipa,5,0.6003990024937657
2078,murphy,5,0.6003990024937657
2079,jennifer,5,0.6003990024937657
2080,quickly,5,0.6003990024937657
2081,brand,5,0.6003990024937657
2082,l2lsweeps,5,0.6003990024937657
2083,nexus,5,0.6003990024937657
2084,heavy,5,0.6003990024937657
2085,brings,5,0.6003990024937657
2086,wildbutterflyboutique,5,0.6003990024937657
2087,vouchers,5,0.6003990024937657
2088,//t.co/bi2dmyxr,5,0.6003990024937657
2089,compatible,5,0.6003990024937657
2090,bene,5,0.6003990024937657
2091,flair,5,0.6003990024937657
2092,strong,5,0.6003990024937657
2093,nobody,5,0.6003990024937657
2094,emma,5,0.6003990024937657
2095,bottom,5,0.6003990024937657
2096,pursuit,5,0.6003990024937657
2097,comics,5,0.6003990024937657
2098,titanfall,5,0.6003990024937657
2099,android,5,0.6003990024937657
2100,none,5,0.6003990024937657
2101,dude,5,0.6003990024937657
2102,//t.co/ik8l9dotxa,5,0.6003990024937657
2103,crmediahub,5,0.6003990024937657
2104,//t.co/dkim5yxate,5,0.6003990024937657
2105,programa,5,0.6003990024937657
2106,source,5,0.6003990024937657
2107,doflakiin,5,0.6003990024937657
2108,pcgamer,5,0.6003990024937657
2109,jkndewscarebear,5,0.6003990024937657
2110,reply,5,0.6003990024937657
2111,langnickel,5,0.6003990024937657
2112,asked,5,0.6003990024937657
2113,badge,5,0.6003990024937657
2114,//t.co/8fducii5wf,5,0.6003990024937657
2115,mafia,5,0.6003990024937657
2116,5/23,5,0.6003990024937657
2117,23,5,0.6003990024937657
2118,named,5,0.6003990024937657
2119,â,5,0.6003990024937657
2120,//t.co/peqaci6x5c,5,0.6003990024937657
2121,coconut,5,0.6003990024937657
2122,pieces,5,0.6003990024937657
2123,pencil,5,0.6003990024937657
2124,oral,5,0.6003990024937657
2125,tm,5,0.6003990024937657
2126,laughed,5,0.6003990024937657
2127,karaoke,5,0.6003990024937657
2128,maymamas,5,0.6003990024937657
2129,3gs,5,0.6003990024937657
2130,sub,5,0.6003990024937657
2131,present,5,0.6003990024937657
2132,chews,5,0.6003990024937657
2133,theme,5,0.6003990024937657
2134,auf,5,0.6003990024937657
2135,passed,5,0.6003990024937657
2136,dancer,5,0.6003990024937657
2137,spa,5,0.6003990024937657
2138,knowing,5,0.6003990024937657
2139,ion,5,0.6003990024937657
2140,financialfreedom,5,0.6003990024937657
2141,contact,5,0.6003990024937657
2142,roped,5,0.6003990024937657
2143,bought,5,0.6003990024937657
2144,spread,5,0.6003990024937657
2145,sassy,5,0.6003990024937657
2146,announced,5,0.6003990024937657
2147,becoming,5,0.6003990024937657
2148,311,5,0.6003990024937657
2149,love2love,5,0.6003990024937657
2150,celebration,5,0.6003990024937657
2151,chicks,5,0.6003990024937657
2152,advance,5,0.6003990024937657
2153,sets,5,0.6003990024937657
2154,love2lovewalmart,5,0.6003990024937657
2155,profits,5,0.6003990024937657
2156,levi,5,0.6003990024937657
2157,nga,5,0.6003990024937657
2158,beads,5,0.6003990024937657
2159,coisas,5,0.6003990024937657
2160,duty,5,0.6003990024937657
2161,survival,5,0.6003990024937657
2162,brush,5,0.6003990024937657
2163,window,5,0.6003990024937657
2164,cannabis,5,0.6003990024937657
2165,killing,5,0.6003990024937657
2166,stan,5,0.6003990024937657
2167,frame,5,0.6003990024937657
2168,biagi,5,0.6003990024937657
2169,worked,5,0.6003990024937657
2170,japan,5,0.6003990024937657
2171,boutique,5,0.6003990024937657
2172,beats,5,0.6003990024937657
2173,branding,5,0.6003990024937657
2174,planning,5,0.6003990024937657
2175,agora,5,0.6003990024937657
2176,dragon,5,0.6003990024937657
2177,19,5,0.6003990024937657
2178,//t.co/lbztals2mp,5,0.6003990024937657
2179,fly,5,0.6003990024937657
2180,scoop,5,0.6003990024937657
2181,mr,5,0.6003990024937657
2182,awake,5,0.6003990024937657
2183,framed/canvas/laminate,5,0.6003990024937657
2184,uma,5,0.6003990024937657
2185,fragrances,5,0.6003990024937657
2186,cedar,5,0.6003990024937657
2187,stylus,5,0.6003990024937657
2188,ray,5,0.6003990024937657
2189,designed,5,0.6003990024937657
2190,death,5,0.6003990024937657
2191,fired,5,0.6003990024937657
2192,//t.co/o6baypxh8r,5,0.6003990024937657
2193,farmgirlsdabble,5,0.6003990024937657
2194,flat,5,0.6003990024937657
2195,lewis,5,0.6003990024937657
2196,ending,5,0.6003990024937657
2197,cisco,5,0.6003990024937657
2198,chicken,5,0.6003990024937657
2199,sites,5,0.6003990024937657
2200,120,5,0.6003990024937657
2201,maker,5,0.6003990024937657
2202,lbs,5,0.6003990024937657
2203,22,5,0.6003990024937657
2204,realize,5,0.6003990024937657
2205,tree,5,0.6003990024937657
2206,age,5,0.6003990024937657
2207,momsgifts,5,0.6003990024937657
2208,boston,5,0.6003990024937657
2209,ano,5,0.6003990024937657
2210,giftcard,5,0.6003990024937657
2211,ok.,5,0.6003990024937657
2212,blogger,5,0.6003990024937657
2213,//t.co/vcg53xhtqr,5,0.6003990024937657
2214,fangirl,5,0.6003990024937657
2215,moon,5,0.6003990024937657
2216,golden,5,0.6003990024937657
2217,trick,5,0.6003990024937657
2218,fanbase,5,0.6003990024937657
2219,longer,5,0.6003990024937657
2220,//t.co/egsuysuroj,5,0.6003990024937657
2221,consistent,5,0.6003990024937657
2222,//t.co/v8wx3byu4h,5,0.6003990024937657
2223,guilty,5,0.6003990024937657
2224,thursday,5,0.6003990024937657
2225,celebrating,5,0.6003990024937657
2226,lil,5,0.6003990024937657
2227,//t.co/ssrk28knz8,5,0.6003990024937657
2228,orange,5,0.6003990024937657
2229,unique,5,0.6003990024937657
2230,carrying,5,0.6003990024937657
2231,planet,5,0.6003990024937657
2232,seminar,5,0.6003990024937657
2233,siopatt,5,0.6003990024937657
2234,josh,5,0.6003990024937657
2235,systems,5,0.6003990024937657
2236,newest,5,0.6003990024937657
2237,tmr15,5,0.6003990024937657
2238,realcaboodles,5,0.6003990024937657
2239,juice,5,0.6003990024937657
2240,cunt,5,0.6003990024937657
2241,participe,5,0.6003990024937657
2242,quad-level,5,0.6003990024937657
2243,songs,5,0.6003990024937657
2244,resources,5,0.6003990024937657
2245,wth,5,0.6003990024937657
2246,trixiestacey,5,0.6003990024937657
2247,dial,5,0.6003990024937657
2248,//t.co/gopdxhzbg0,5,0.6003990024937657
2249,beta,5,0.6003990024937657
2250,chase,5,0.6003990024937657
2251,ios,5,0.6003990024937657
2252,constantly,5,0.6003990024937657
2253,thx,5,0.6003990024937657
2254,â–¸top,5,0.6003990024937657
2255,husband,5,0.6003990024937657
2256,older,5,0.6003990024937657
2257,turns,5,0.6003990024937657
2258,jenny,5,0.6003990024937657
2259,stick,5,0.6003990024937657
2260,thanksgiving,5,0.6003990024937657
2261,student,5,0.6003990024937657
2262,//t.co/el40nocu5w,5,0.6003990024937657
2263,woke,5,0.6003990024937657
2264,butterfly,5,0.6003990024937657
2265,lodge,5,0.6003990024937657
2266,cure,5,0.6003990024937657
2267,worldwide,5,0.6003990024937657
2268,pants,5,0.6003990024937657
2269,judymick,5,0.6003990024937657
2270,ao,5,0.6003990024937657
2271,notice,5,0.6003990024937657
2272,reusable,5,0.6003990024937657
2273,float,5,0.6003990024937657
2274,vol,5,0.6003990024937657
2275,former,5,0.6003990024937657
2276,charliepaul_,5,0.6003990024937657
2277,divoga,5,0.6003990024937657
2278,mm,5,0.6003990024937657
2279,ht,5,0.6003990024937657
2280,vidaliaonions1,5,0.6003990024937657
2281,trouble,5,0.6003990024937657
2282,368,5,0.6003990024937657
2283,trã©s,5,0.6003990024937657
2284,boost,5,0.6003990024937657
2285,singing,5,0.6003990024937657
2286,//t.co/puchujwhw8,5,0.6003990024937657
2287,canoncamera,5,0.6003990024937657
2288,glass,5,0.6003990024937657
2289,oregoncoupongui,5,0.6003990024937657
2290,entrepreneur,5,0.6003990024937657
2291,onbb,5,0.6003990024937657
2292,steve,5,0.6003990024937657
2293,sarah,5,0.6003990024937657
2294,unlimited,5,0.6003990024937657
2295,haters,5,0.6003990024937657
2296,industries,5,0.6003990024937657
2297,mistakes,5,0.6003990024937657
2298,mga,5,0.6003990024937657
2299,//t.co/cojhbp7nkv,5,0.6003990024937657
2300,twilight,5,0.6003990024937657
2301,corner,5,0.6003990024937657
2302,ate,5,0.6003990024937657
2303,je,5,0.6003990024937657
2304,backup,5,0.6003990024937657
2305,//t.co/uwr3evxzgh,5,0.6003990024937657
2306,especially,5,0.6003990024937657
2307,vehicle,5,0.6003990024937657
2308,//t.co/…,5,0.6003990024937657
2309,techniques,5,0.6003990024937657
2310,troll,5,0.6003990024937657
2311,//t.co/9phhsbjr2m,5,0.6003990024937657
2312,journal,5,0.6003990024937657
2313,williamssonoma,5,0.6003990024937657
2314,cutting,5,0.6003990024937657
2315,taste,5,0.6003990024937657
2316,manonood,5,0.6003990024937657
2317,regular,5,0.6003990024937657
2318,shape,5,0.6003990024937657
2319,score,5,0.6003990024937657
2320,wifi,5,0.6003990024937657
2321,imagine,5,0.6003990024937657
2322,batgirl,5,0.6003990024937657
2323,nelson,5,0.6003990024937657
2324,ethical,5,0.6003990024937657
2325,//t.co/mv4kxohkux,5,0.6003990024937657
2326,kiss,5,0.6003990024937657
2327,ipod,5,0.6003990024937657
2328,nasa,5,0.6003990024937657
2329,//t.co/d9kza22t4t,5,0.6003990024937657
2330,labor,5,0.6003990024937657
2331,shirt,5,0.6003990024937657
2332,chew,5,0.6003990024937657
2333,asus,5,0.6003990024937657
2334,domino,5,0.6003990024937657
2335,jackson,5,0.6003990024937657
2336,throughyoureyes,5,0.6003990024937657
2337,comixology,5,0.6003990024937657
2338,trading,5,0.6003990024937657
2339,ga,5,0.6003990024937657
2340,andldquo,5,0.6003990024937657
2341,girlgonemom,5,0.6003990024937657
2342,goodie,5,0.6003990024937657
2343,kermelplz,5,0.6003990024937657
2344,//t.co/zvcsjn4f2w,5,0.6003990024937657
2345,favorites,5,0.6003990024937657
2346,//t.co/bt3fyriqui,5,0.6003990024937657
2347,profile,5,0.6003990024937657
2348,//t.co/l39xoidejd,5,0.6003990024937657
2349,study,5,0.6003990024937657
2350,four,5,0.6003990024937657
2351,often,5,0.6003990024937657
2352,roll,5,0.6003990024937657
2353,//t.co/eo45j7rwbi,5,0.6003990024937657
2354,everywhere,5,0.6003990024937657
2355,nra,5,0.6003990024937657
2356,mamadropsthebeattoo,5,0.6003990024937657
2357,parker,5,0.6003990024937657
2358,faves,5,0.6003990024937657
2359,product,5,0.6003990024937657
2360,egg,5,0.6003990024937657
2361,turned,5,0.6003990024937657
2362,michaels,5,0.6003990024937657
2363,andromeda,5,0.6003990024937657
2364,mass,5,0.6003990024937657
2365,national,5,0.6003990024937657
2366,yun,5,0.6003990024937657
2367,november,5,0.6003990024937657
2368,200rv,5,0.6003990024937657
2369,seem,5,0.6003990024937657
2370,folks,5,0.6003990024937657
2371,17,5,0.6003990024937657
2372,sprint,5,0.6003990024937657
2373,dnt,5,0.6003990024937657
2374,k,5,0.6003990024937657
2375,mtvema,5,0.6003990024937657
2376,sending,5,0.6003990024937657
2377,jagger,5,0.6003990024937657
2378,nigga,5,0.6003990024937657
2379,wahhhh,5,0.6003990024937657
2380,tablets,5,0.6003990024937657
2381,//t.c…,5,0.6003990024937657
2382,dammyoyeyemi,5,0.6003990024937657
2383,wit,5,0.6003990024937657
2384,happiness,5,0.6003990024937657
2385,rockstargames,5,0.6003990024937657
2386,tax,5,0.6003990024937657
2387,superhero,5,0.6003990024937657
2388,competition,5,0.6003990024937657
2389,//t.co/j8agyubltl,5,0.6003990024937657
2390,yellow,5,0.6003990024937657
2391,matte,5,0.6003990024937657
2392,discount,5,0.6003990024937657
2393,chef,5,0.6003990024937657
2394,crap,5,0.6003990024937657
2395,canadian,5,0.6003990024937657
2396,thats,5,0.6003990024937657
2397,demons,5,0.6003990024937657
2398,noticed,5,0.6003990024937657
2399,roku,5,0.6003990024937657
2400,quit,5,0.6003990024937657
2401,oopsimpregnant,5,0.6003990024937657
2402,//t.co/tm5vysitjc,5,0.6003990024937657
2403,brewers,5,0.6003990024937657
2404,episodes,5,0.6003990024937657
2405,efforts,5,0.6003990024937657
2406,tx,5,0.6003990024937657
2407,indian,5,0.6003990024937657
2408,jonathanrknight,5,0.6003990024937657
2409,wonderfulvap,5,0.6003990024937657
2410,asti_chan,5,0.6003990024937657
2411,hook,5,0.6003990024937657
2412,names,5,0.6003990024937657
2413,correct,5,0.6003990024937657
2414,push,5,0.6003990024937657
2415,high5,5,0.6003990024937657
2416,poor,5,0.6003990024937657
2417,trade,5,0.6003990024937657
2418,havingfunsaving,5,0.6003990024937657
2419,throw,5,0.6003990024937657
